Model,Perplexity,Zlib Size,Sample Text
Large,36.08997344970703,712,<|endoftext|>This video is also available for down...
Large,40.816314697265625,437,<|endoftext|>If you like this project or wish to h...
Large,35.7739143371582,732,<|endoftext|>There might have been little physical...
Large,43.44001770019531,669,<|endoftext|>A new paper finds no detectable signs...
Large,47.38818359375,655,"<|endoftext|>We'll all be back again.


On this da..."
Large,41.95977783203125,288,<|endoftext|>It will be interesting to see what ki...
Large,28.54075050354004,743,"<|endoftext|>It looks as if Sony, the PlayStation ..."
Large,30.22416114807129,732,<|endoftext|>It will always be more about what isn...
Large,38.626136779785156,662,"<|endoftext|>""I don't think it's that hard or toug..."
Large,38.64174270629883,683,"<|endoftext|>""The world may end on January 19th [2..."
Large,25.0844783782959,233,"<|endoftext|>What makes an anti-gun nut ""anti-frau..."
Large,39.68414306640625,681,<|endoftext|>Fernando Alonso has had only one year...
Large,42.448158264160156,742,"<|endoftext|>A new book, The Age of Consent is bei..."
Large,34.791526794433594,685,<|endoftext|>It's an exciting time for The Black M...
Large,31.584115982055664,727,<|endoftext|>The National Enquirer today accused P...
Large,36.286521911621094,718,<|endoftext|>We know from experience that a great ...
Large,42.73745346069336,422,<|endoftext|>One thing it won't provide is easy ac...
Large,32.400821685791016,693,<|endoftext|>A UQA schoolboy injured at Sydney Uni...
Large,40.411373138427734,668,<|endoftext|>We are excited to give away two 1/3-i...
Large,1.0384745597839355,374,<|endoftext|>You haven't added any 3D printed prod...
Large,46.6429328918457,805,"<|endoftext|>It can help explain ""what seems so ex..."
Large,38.565452575683594,702,<|endoftext|>For nearly seven centuries a traditio...
Large,38.53167724609375,709,<|endoftext|>There must be something wrong. I know...
Large,37.83573532104492,597,"<|endoftext|>Boeing 747 - N400 - 8K31


First Air ..."
Large,51.18950271606445,699,<|endoftext|>At its highest concentration during t...
Large,47.77857971191406,537,<|endoftext|>I think you are mistaken about the re...
Large,47.695640563964844,636,<|endoftext|>One month in a new life. A new body. ...
Large,32.53790283203125,700,<|endoftext|>MILAN/LICTERIA (Reuters) - Former Pre...
Large,36.842140197753906,646,<|endoftext|>One thing this election seems not to ...
Large,41.463924407958984,493,<|endoftext|>The best deal out there for iPhone 8 ...
Large,35.7778205871582,655,"<|endoftext|>Trying an out

To create what can't h..."
Large,35.06343078613281,689,"<|endoftext|>
Lebelag is a modernist skyscraper wh..."
Large,31.081562042236328,726,"<|endoftext|>Photo

It didn't take very much effor..."
Large,2.2986977100372314,492,"<|endoftext|>S. 967, 114th Congress (2016-2017) Ve..."
Large,35.19902038574219,629,<|endoftext|>The second day is the only day that p...
Large,31.908327102661133,693,<|endoftext|>I think your point was pretty reasona...
Large,52.12613296508789,736,"<|endoftext|>""There may have already been one woma..."
Large,38.477237701416016,665,"<|endoftext|>It's hard, really hard work being bot..."
Large,29.549354553222656,772,<|endoftext|>We may be facing a real threat like I...
Large,34.51411819458008,665,<|endoftext|>On the night that Trump declared his ...
Large,37.90367889404297,770,<|endoftext|>Photo copyright Reuters/Lone Wolf Pho...
Large,51.816898345947266,436,<|endoftext|>For the entire life of any car and to...
Large,30.470434188842773,709,"<|endoftext|>""This was supposed to be my Christmas..."
Large,36.11728286743164,683,<|endoftext|>Photo Credits: Sigrub Bekerman-Fernan...
Large,33.5797004699707,665,<|endoftext|>The FBI is in charge of defending US ...
Large,44.757755279541016,675,<|endoftext|>The United Kingdom today becomes the ...
Large,36.51441192626953,510,<|endoftext|>An investigation under way into the a...
Large,42.15232467651367,319,"<|endoftext|>And if it can get better —

The way h..."
Large,28.772951126098633,356,<|endoftext|>It happened all very quickly; and so ...
Large,34.95677947998047,655,<|endoftext|>Image Credit: YouTube/Jungle Music Gr...
Large,28.63132095336914,609,<|endoftext|>This page deals with how to set up an...
Large,32.10269546508789,756,<|endoftext|>A federal court has thrown out more t...
Large,51.9785270690918,731,<|endoftext|>Image source: Wikimedia Commons Photo...
Large,58.2012939453125,654,<|endoftext|>For centuries Americans knew that Ame...
Large,37.5523796081543,702,"<|endoftext|>Says Sen. Elizabeth Marshall ""didn't ..."
Large,28.618961334228516,197,"<|endoftext|>The ""Tales"" of Doctor Hetton has rece..."
Large,42.884822845458984,756,<|endoftext|>The European Aviation Safety Agency (...
Large,29.533987045288086,696,<|endoftext|>Tampa police confirmed Tuesday aftern...
Large,45.802391052246094,39,<|endoftext|>About This Game<|endoftext|>...
Large,42.511138916015625,627,"<|endoftext|>CALIBER

Calibers are in large part t..."
Large,37.316383361816406,165,<|endoftext|>Andrea has been on fire during her th...
Large,37.59001541137695,653,"<|endoftext|>About ""Donut's Paradise,"" released un..."
Large,38.33743667602539,693,<|endoftext|>This post appears with permission fro...
Large,32.852176666259766,721,<|endoftext|>MILTON — An 8 year-old boy had a clos...
Large,33.72298049926758,741,"<|endoftext|>
Last summer, I watched the 2012 pres..."
Large,25.95176124572754,667,"<|endoftext|>By DANIEL MARTIN and DAVID NICHOLSON
..."
Large,45.61475372314453,417,"<|endoftext|>""That kind of means things aren't rig..."
Large,52.49565124511719,242,<|endoftext|>The latest round in the US political ...
Large,79.11248016357422,368,"<|endoftext|>What is the difference from my ""reali..."
Large,42.8253059387207,441,<|endoftext|>There has rarely existed greater scru...
Large,32.890419006347656,699,"<|endoftext|>In 2010, I published an article title..."
Large,46.098175048828125,621,<|endoftext|>If this photo was not enough for a li...
Large,43.031497955322266,602,<|endoftext|>What should I think when people tell ...
Large,38.91636276245117,723,<|endoftext|>Image copyright AFP Image caption Syr...
Large,52.600337982177734,689,<|endoftext|>As of mid October we did what our Kic...
Large,40.34291458129883,727,"<|endoftext|>At its simplest, a transaction includ..."
Large,37.688175201416016,703,"<|endoftext|>SACRAMENTO, California (Reuters Healt..."
Large,43.164215087890625,626,<|endoftext|>I never gave it a second chance... So...
Large,61.299678802490234,630,"<|endoftext|>Dale Koop - The Hijacking 2
It really..."
Large,43.94662857055664,178,<|endoftext|>When the government shuts it up – in ...
Large,37.618438720703125,682,"<|endoftext|>About Us

Located in Historic Burtown..."
Large,40.757957458496094,508,<|endoftext|>For people who spend most of their ti...
Large,44.124122619628906,726,"<|endoftext|>Sometime in the last decade, my inter..."
Large,32.625389099121094,251,<|endoftext|>One more thing that can kill your moo...
Large,45.68341827392578,643,"<|endoftext|>By: Matt T. Farrell (@tfcuweather

Ma..."
Large,37.5703239440918,644,"<|endoftext|>A little before 12 a.m. today, my mot..."
Large,41.38134002685547,646,<|endoftext|>One of your earliest adventures at yo...
Large,41.39118957519531,670,<|endoftext|>At first you might imagine this new g...
Large,33.61842346191406,733,<|endoftext|>Barry Silbert will return to Canada i...
Large,40.770057678222656,735,<|endoftext|>An 18 year old and a 14 year old in M...
Large,41.25774383544922,669,"<|endoftext|>Mikero TKs, aka Mikerobotics

When I ..."
Large,46.34919357299805,719,<|endoftext|>Haven't received our order? Have a sp...
Large,43.12699890136719,592,"<|endoftext|>Anime

Tohka in Kamina Shunpo in anim..."
Large,46.7335319519043,615,<|endoftext|>What I thought as I lay on your beaut...
Large,39.85309982299805,619,"<|endoftext|>DELTA® (diethyl carbodi sulfamate)

L..."
Large,46.515411376953125,641,<|endoftext|>1.4 oz. Permanente Aceton 40/75 Folia...
Large,42.88398361206055,563,<|endoftext|>As President Obama's visit this week ...
Large,39.252872467041016,780,<|endoftext|>This is an example I'd never heard of...
Large,40.260223388671875,702,"<|endoftext|>
Discovery in Science

It all came do..."
Large,46.78133010864258,616,"<|endoftext|>
I have done most every exercise unde..."
Large,41.38793182373047,451,<|endoftext|>Somewhere between your knees—not much...
Large,39.50703048706055,750,<|endoftext|>For one group of protesters with no r...
Large,44.764713287353516,639,<|endoftext|>How do humans feel? They live for ete...
Large,42.0130500793457,724,"<|endoftext|>
A study led by John Siefken is repor..."
Large,47.000038146972656,688,<|endoftext|>Fantasy Baseball News For April 17: R...
Large,33.7104377746582,713,"<|endoftext|>""We've lost people's safety to what i..."
Large,20.71982192993164,753,"<|endoftext|>LOUIS BUDGET (ROBYN BECK/AFP/Getty)

..."
Large,35.197811126708984,689,<|endoftext|>You need Javascript and either Adobe ...
Large,30.363426208496094,315,<|endoftext|>In my own writing it always helps to ...
Large,22.680185317993164,240,"<|endoftext|>""Hear no evil, seek no danger, hear n..."
Large,42.58894729614258,677,"<|endoftext|>At this point, many people just can't..."
Large,37.54151916503906,726,"<|endoftext|>(Phys.org)—In 2007, Stanford biocosta..."
Large,35.63467025756836,665,<|endoftext|>At around the one hour 40 second mark...
Large,46.957210540771484,290,<|endoftext|>If a child is crying out of anxiety o...
Large,51.95929718017578,724,"<|endoftext|>Photo of Obama via Wikimedia commons,..."
Large,30.147722244262695,716,<|endoftext|>BETHING RADLEY—The federal criminal c...
Large,25.32627296447754,772,<|endoftext|>The federal Justice Department wants ...
Large,33.849815368652344,662,<|endoftext|>When I had a similar experience with ...
Large,53.51888656616211,718,<|endoftext|>There can often a moment — you might ...
Large,56.44609069824219,660,<|endoftext|>I just completed one (!) round. As pa...
Large,37.237098693847656,761,<|endoftext|>There have been dozens reported attac...
Large,31.108753204345703,303,"<|endoftext|>By Adam Taylor on February 13, 2013

..."
Large,29.798648834228516,94,"<|endoftext|>On July 5th, 2018 at 2pm, this messag..."
Large,47.757625579833984,745,<|endoftext|>F-15B-M-C Strike from the Gulf at 2/2...
Large,38.77651596069336,683,<|endoftext|>HALDEK JIHAED — Israeli Prime Miniter...
Large,39.8176155090332,642,<|endoftext|>I can't even begin to tell you how I ...
Large,36.00557327270508,593,<|endoftext|>At the last general convention of the...
Large,35.440025329589844,224,<|endoftext|>I didn't need this card to begin runn...
Large,31.118879318237305,691,<|endoftext|>Atletico were relegated to the Liga B...
Large,44.55329513549805,658,<|endoftext|>Hockey Night In North Chicago (CSCO)-...
Large,39.99775314331055,731,<|endoftext|>It wasn't just some old guy talking i...
Large,55.913780212402344,508,"<|endoftext|>How long is 3 Months with this Card
1..."
Large,46.11586380004883,670,<|endoftext|>At this point it should seem reasonab...
Large,17.28951072692871,719,<|endoftext|>Image caption Protesters have gathere...
Large,33.787296295166016,617,<|endoftext|>The UWP platform supports running des...
Large,41.24732971191406,620,"<|endoftext|>HANBRIE

If all your fingers work and..."
Large,40.461647033691406,699,<|endoftext|>There's no question Donald Trump is l...
Large,46.40478515625,634,<|endoftext|>This page can be used only by persons...
Large,34.3948860168457,643,<|endoftext|>If you didn't hear this news for quit...
Large,38.282135009765625,398,"<|endoftext|>Image on left courtesy of: Wikipedia,..."
Large,35.29971694946289,738,<|endoftext|>It was late at night when the city go...
Large,47.22178649902344,547,"<|endoftext|>Catherine, wife: Anne in the 1720 por..."
Large,26.63614845275879,602,<|endoftext|>You won't need a smartphone to play N...
Large,35.182743072509766,681,<|endoftext|>As it has every December for almost t...
Large,38.27101135253906,655,<|endoftext|>We can't keep putting things in place...
Large,34.282737731933594,654,<|endoftext|>The European League Of Legends Champi...
Large,33.79665756225586,666,<|endoftext|>The following is a description of how...
Large,43.91877365112305,652,<|endoftext|>At this past week we received a ton o...
Large,27.174299240112305,784,<|endoftext|>RALEIGH -- A group of lawmakers is ur...
Large,38.09412384033203,658,<|endoftext|>T he B.U.S. is back (besides just you...
Large,47.15474319458008,659,<|endoftext|>I went as a group that had decided to...
Large,36.61671829223633,681,<|endoftext|>The second half of 2014 was to have t...
Large,25.965486526489258,761,"<|endoftext|>Photo

SAN LUIS OBISPO — An online au..."
Large,48.33294677734375,672,<|endoftext|>I love seeing other artists put stuff...
Large,39.250728607177734,273,"<|endoftext|>""You might see her from downriver and..."
Large,30.751508712768555,681,<|endoftext|>On June 6 at 12:05 PDT / 3:05 UTC the...
Large,33.08847427368164,280,<|endoftext|>Carmakers are experimenting to reduce...
Large,37.122127532958984,685,<|endoftext|>It doesn't sound like an issue to mos...
Large,55.50455856323242,696,<|endoftext|>As our family grew and started living...
Large,41.91981887817383,698,<|endoftext|>A man who has suffered a long career ...
Large,29.220054626464844,728,<|endoftext|>A man shot by Seattle officers during...
Large,48.29570007324219,648,"<|endoftext|>MAY 10-15 UPDATE 1/19/18

(Click the ..."
Large,38.156002044677734,742,<|endoftext|>A former Democratic congressman says ...
Large,47.49323654174805,261,"<|endoftext|>
The city of Charlotte had a good fir..."
Large,44.678932189941406,134,"<|endoftext|>Photo credit -
Here's why Obama did v..."
Large,42.93158721923828,635,<|endoftext|>As much pride as I hold myself and ev...
Large,43.93516540527344,590,<|endoftext|>You might have a bad habit at it... a...
Large,42.149600982666016,661,"<|endoftext|>This year saw one new, four-star rest..."
Large,31.113441467285156,637,<|endoftext|>For many families' health coverage ca...
Large,43.1830940246582,668,"<|endoftext|>Raf Simons, the CEO
Here at Appian Wa..."
Large,34.40859603881836,676,"<|endoftext|>Photo credit:

http://wapo.st/K7ZxHp ..."
Large,43.863887786865234,644,"<|endoftext|>
There are now 3 (and possibly hundre..."
Large,32.636348724365234,701,<|endoftext|>Fernando Alonso claims that any sugge...
Large,35.501827239990234,267,<|endoftext|>A pair of former federal prosecutors ...
Large,44.13484191894531,663,<|endoftext|>(2 items) Adds 129 Magicka Recovery (...
Large,34.6035270690918,693,"<|endoftext|>SINGAPORE — Last November, Mr Gert Ji..."
Large,27.619117736816406,235,<|endoftext|>It hasn't gotten a lot done since 200...
Large,43.29281997680664,685,<|endoftext|>There's a big chance the UConn Men's ...
Large,50.386295318603516,39,<|endoftext|>About the Book:<|endoftext|>...
Large,25.998424530029297,51,<|endoftext|>Image courtesy of Getty Images<|endof...
Large,43.95804977416992,645,"<|endoftext|>A new, low key show on AdultSwim call..."
Large,31.630319595336914,695,<|endoftext|>Image copyright BBC News Image captio...
Large,37.44404983520508,624,<|endoftext|>(1): I'll put two links at the bottom...
Large,28.47880744934082,99,<|endoftext|>A New Way for the Homeless of Washing...
Large,24.181562423706055,207,<|endoftext|>Racial inequalities in incarceration ...
Large,44.087276458740234,746,"<|endoftext|>By David Herron - August 12, 2008 12:..."
Large,42.884056091308594,686,"<|endoftext|>HONDA CRX, the company that is making..."
Large,37.68105697631836,774,<|endoftext|>The White House issued what appeared ...
Large,34.87390899658203,738,<|endoftext|>An anti-LGBT group is planning nation...
Large,43.16173553466797,659,<|endoftext|>Lara has always shown loyalty both fo...
Large,33.94453430175781,708,<|endoftext|>On the afternoon the University of Te...
Large,43.43539810180664,679,<|endoftext|>What is an IPF Score? An IPf or Iperf...
Large,25.68172836303711,713,<|endoftext|>H. R. 5535 — 112th Congress (2012-201...
Large,25.516756057739258,704,<|endoftext|>(written from a Production point of v...
Large,41.341129302978516,682,<|endoftext|>You would say the best thing you can ...
Large,48.9598274230957,730,<|endoftext|>It has long been an oft talked about ...
Large,38.19875717163086,683,<|endoftext|>Mountain top snowmachining in winter ...
Large,40.2724723815918,639,"<|endoftext|>Featuring: Chris Pupch, the great wri..."
Large,37.9969367980957,710,"<|endoftext|>Travis Yost, COO (FIA.FAMO:FAA, @tera..."
Large,52.96436309814453,670,"<|endoftext|>
As a small business that relies heav..."
Large,36.359130859375,818,<|endoftext|>Image copyright AFP Image caption Sup...
Large,33.04286193847656,669,<|endoftext|>Fifty percent of all households repor...
Large,58.32625961303711,70,"<|endoftext|>The World Is Bigger

And The Best Are..."
Large,28.68820571899414,700,<|endoftext|>How The American Presidency Became 'P...
Large,30.88332176208496,679,"<|endoftext|>A A

NORMAL

The Pacific Crest Trail ..."
Large,45.64336395263672,672,<|endoftext|>You know where your favorite show sta...
Large,45.96736526489258,647,"<|endoftext|>MILAN
In an instant last year I went ..."
Large,41.795963287353516,682,<|endoftext|>This photo comes to us via Kottinah (...
Large,35.73705291748047,660,<|endoftext|>LONDON and HANOVER. US women beat Bra...
Large,43.691017150878906,678,<|endoftext|>In April 2004 during my first time pa...
Large,37.474082946777344,682,<|endoftext|>Cameron Diaz is officially a mother. ...
Large,37.74192810058594,796,<|endoftext|>A Florida congressman's plan to force...
Large,42.00187301635742,626,"<|endoftext|>As much as anyone, this week, you may..."
Large,41.996849060058594,660,"<|endoftext|>We love your support!

We believe in ..."
Large,47.339454650878906,360,"<|endoftext|>Tiny Tiny Print Sizes: 15, 18, 19.99,..."
Large,37.16846466064453,805,<|endoftext|>1 SHARES Facebook Twitter Google What...
Large,35.8786506652832,709,"<|endoftext|>A few days earlier, when President Ob..."
Large,47.96127700805664,657,<|endoftext|>When his daughter got pregnant again ...
Large,31.355905532836914,678,<|endoftext|>As they head on two very competitive ...
Large,36.631717681884766,640,"<|endoftext|>You know what, though I think maybe i..."
Large,23.081268310546875,659,<|endoftext|>ROCKHART: How you did the new look af...
Large,41.6965217590332,746,<|endoftext|>The government announced today that f...
Large,45.92475128173828,658,<|endoftext|>On Nov 23 2013 12:19 a guest posted (...
Large,47.04011917114258,162,<|endoftext|>The second largest coal producer glob...
Large,35.62245178222656,732,<|endoftext|>In the face of rising tensions around...
Large,47.08009338378906,719,<|endoftext|>What kind of money would a Trump Univ...
Large,48.76577377319336,644,"<|endoftext|>Folleta Cappici

A classic salad! Ser..."
Large,50.99336242675781,654,"<|endoftext|>
At 3:00 in the afternoon. There's a ..."
Large,46.83761215209961,716,"<|endoftext|>Fernando Merida

Puma Football: I'm g..."
Large,6.0113396644592285,197,<|endoftext|>1 - Introduction 2 - Testing Methodol...
Large,33.863609313964844,676,"<|endoftext|>When your children were at this age, ..."
Large,49.505516052246094,121,"<|endoftext|>Hockey, football — it sounds so glamo..."
Large,50.00386047363281,624,<|endoftext|>This one wasn't particularly difficul...
Large,40.40343475341797,638,"<|endoftext|>Dell, Apple's main product developer ..."
Large,41.699893951416016,667,"<|endoftext|>About ""Korean Classics and Other Piec..."
Large,48.95170974731445,673,<|endoftext|>One of my main fears about working re...
Large,38.89776611328125,692,<|endoftext|>A small child was playing around the ...
Large,45.65216064453125,555,<|endoftext|>On November 10 2014 17:19 L_Air wrote...
Large,46.49331283569336,542,<|endoftext|>For an additional $125 for each year ...
Large,79.05994415283203,148,<|endoftext|>You've spent time getting all things ...
Large,47.99766540527344,590,<|endoftext|>(1)--We must learn who it who were ou...
Large,48.27032470703125,705,"<|endoftext|>
With our latest podcast and blog for..."
Large,30.646699905395508,736,<|endoftext|>MISSOULA – State officials filed comp...
Large,27.497241973876953,734,<|endoftext|>Image caption The British government ...
Large,41.757606506347656,635,"<|endoftext|>In an episode titled ""When Will We Li..."
Large,21.548538208007812,703,"<|endoftext|>Image copyright SPL

New York has dec..."
Large,41.39173126220703,687,"<|endoftext|>Photo-illustration by Slate

On Novem..."
Large,39.50541687011719,722,<|endoftext|>How are some places the hottest of sp...
Large,58.905494689941406,577,<|endoftext|>DELHI has a strong case: in spite of ...
Large,37.806941986083984,731,<|endoftext|>This guide covers general best practi...
Large,52.08661651611328,235,<|endoftext|>You may need to use this website befo...
Large,34.134864807128906,615,<|endoftext|>What the hell?! A little bit past 2 p...
Large,31.067121505737305,465,<|endoftext|>LAWMAKERS may still vote in this week...
Large,39.45936965942383,627,<|endoftext|>M.A.DU is one of your many favorite h...
Large,33.964595794677734,688,"<|endoftext|>What Do ""Super Tuesday"" and New Year'..."
Large,45.001869201660156,741,"<|endoftext|>
A number of studies (Jain and Poular..."
Large,36.147457122802734,696,"<|endoftext|>""It'll not take us all tomorrow morni..."
Large,43.44979476928711,678,<|endoftext|>This post has since taken me to Reddi...
Large,42.44514846801758,699,<|endoftext|>T.J. Yeldon: Has signed one year free...
Large,36.62104797363281,668,<|endoftext|>The New Hampshire Union Leader report...
Large,39.645320892333984,634,<|endoftext|>We'll meet all the criteria mentioned...
Large,40.49235916137695,244,"<|endoftext|>Fantasy

The next generation of the W..."
Large,35.373191833496094,292,<|endoftext|>I am very fortunate in my community t...
Large,41.709468841552734,696,"<|endoftext|>""There's not, I'd suggest, quite a fe..."
Large,45.524906158447266,635,"<|endoftext|>MAY 1 / 4 PASSDAT, BULGARI, SUGAR WOL..."
Large,40.43095397949219,721,"<|endoftext|>
An employee working there in the wak..."
Large,38.643558502197266,338,"<|endoftext|>MADRID'S FOCABIOLES, the official tra..."
Large,69.93126678466797,254,"<|endoftext|>
When it launches this February 2017,..."
Large,42.623016357421875,737,<|endoftext|>It has been several days since Google...
Large,41.284793853759766,377,<|endoftext|>The World Is Still Here. But Do We Kn...
Large,30.83613395690918,741,"<|endoftext|>Photo

The state government's chief o..."
Large,39.59050750732422,747,"<|endoftext|>On Wednesday, the day before Super Bo..."
Large,36.5463752746582,813,<|endoftext|>The FBI announced today it had not di...
Large,46.12529754638672,663,<|endoftext|>(1:10 min mark. Video updated on Janu...
Large,37.65949630737305,768,<|endoftext|>You have a good reason for wanting yo...
Large,23.298263549804688,494,<|endoftext|>Rangers had just the right man – or r...
Large,36.86438751220703,703,<|endoftext|>The Canadian Football League is ready...
Large,38.60249710083008,694,<|endoftext|>You could get caught out with your mo...
Large,36.530235290527344,683,<|endoftext|>DELMAR (WSLS 10) – State Police are i...
Large,34.05302429199219,669,<|endoftext|>One of three women injured has report...
Large,31.77411651611328,696,"<|endoftext|>The new ""American Nightmare,"" a new b..."
Large,53.378265380859375,675,<|endoftext|>One hundred sixty feet deep from the ...
Large,1.5054733753204346,587,"<|endoftext|>For this item's standard version, see..."
Large,44.612796783447266,634,<|endoftext|>I feel I need to write another commen...
Large,37.86568832397461,218,<|endoftext|>It's easy to understand if any of thi...
Large,43.85738754272461,665,<|endoftext|>You are going with your personal pref...
Large,31.984975814819336,537,"<|endoftext|>If the United States, European Union ..."
Large,41.079891204833984,672,<|endoftext|>(I haven't written anything here that...
Large,41.224884033203125,696,<|endoftext|>The American Revolution's birth occur...
Large,34.118255615234375,775,"<|endoftext|>What are IANTS™

ANTS® was founded wi..."
Large,42.014034271240234,232,<|endoftext|>If your family owns a cat in Colorado...
Large,32.06202697753906,571,<|endoftext|>How do you find the absolute right on...
Large,48.49336624145508,660,<|endoftext|>The last time Michael Phelps swam the...
Large,31.003488540649414,644,<|endoftext|>In January we'll be going one-by-one ...
Large,42.00901794433594,641,<|endoftext|>I got a note to pick up my laptop ton...
Large,77.78829956054688,586,<|endoftext|>You don't have to spend any energy to...
Large,2.8479156494140625,78,"<|endoftext|>For a detailed skill history, see her..."
Large,36.25252151489258,697,<|endoftext|>There were no arrests Tuesday at a ma...
Large,36.59659957885742,502,"<|endoftext|>It's true—and no less awesome.

There..."
Large,29.430889129638672,642,"<|endoftext|>And when he finished, I got some kind..."
Large,45.429779052734375,533,<|endoftext|>Tallinn police are looking for people...
Large,39.73426055908203,670,"<|endoftext|>(JTA) — One woman, four children. ""Th..."
Large,45.792694091796875,702,"<|endoftext|>When he first joined, a large amount ..."
Large,44.290199279785156,750,<|endoftext|>The two-month long saga over a pair o...
Large,75.94859313964844,170,"<|endoftext|>Liz has agreed with us not for you, b..."
Large,52.62321853637695,681,<|endoftext|>You've already found this place – we ...
Large,42.67858123779297,722,<|endoftext|>There may just be more people of Japa...
Large,41.662506103515625,674,"<|endoftext|>""I don;t feel happy,"" Mr. Johnson sai..."
Large,33.45379638671875,666,<|endoftext|>If you love recipes that involve meat...
Large,50.86186218261719,170,<|endoftext|>How often people who don't own homes ...
Large,29.37694549560547,708,<|endoftext|>Maurizio Costa/EuropeanPressphoto Age...
Large,43.88249969482422,678,"<|endoftext|>For people from around California, Tu..."
Large,40.97433853149414,666,<|endoftext|>Photo by Justin Sullivan/Getty Images...
Large,46.22517776489258,481,<|endoftext|>The first step we take (at least with...
Large,37.68857955932617,737,<|endoftext|>A former Republican New Jersey assemb...
Large,36.34557342529297,693,"<|endoftext|>On December 3rd 2016, one lucky perso..."
Large,38.3507194519043,545,<|endoftext|>Mitt Romney's latest television ad is...
Large,26.052722930908203,208,<|endoftext|>LONDON -- The top UK financial regula...
Large,94.24798583984375,73,<|endoftext|>Photo courtesy of David Siskowitz via...
Large,61.58894729614258,150,<|endoftext|>The story about how he was a college ...
Large,26.66037940979004,698,<|endoftext|>Titanfall developer Respawn Entertain...
Large,55.5461540222168,681,"<|endoftext|>""The thing is this guy doesn't even s..."
Large,45.25759506225586,772,"<|endoftext|>The official name for an ""open intern..."
Large,44.110923767089844,682,<|endoftext|>What kind of games do developers crea...
Large,38.394527435302734,633,<|endoftext|>One can think of a certain type when ...
Large,34.47257995605469,730,<|endoftext|>An estimated 1 in 80 people who drink...
Large,41.700260162353516,671,<|endoftext|>It would come as little surprise now ...
Large,33.98217010498047,153,<|endoftext|>We love to make this recipe a hit wit...
Large,41.82323455810547,657,<|endoftext|>An Israeli couple married for 22 year...
Large,39.76390075683594,616,<|endoftext|>The city plans to hire thousands from...
Large,39.34257507324219,703,<|endoftext|>A British mother took in six migrant ...
Large,37.763465881347656,599,<|endoftext|>As it stands with one major issue rem...
Large,37.00788497924805,682,"<|endoftext|>
When a new project gets off the grou..."
Large,41.38750076293945,352,"<|endoftext|>MARK PYM

This is the last update fro..."
Large,43.6989860534668,692,"<|endoftext|>When this app first released, its cor..."
Large,41.90383529663086,605,"<|endoftext|>It just keeps going and, on the secon..."
Large,41.08812713623047,755,"<|endoftext|>DURING last week, thousands of reside..."
Large,34.929256439208984,508,"<|endoftext|>Daljit Chaurasia of Bhandup

A couple..."
Large,96.21956634521484,115,<|endoftext|>It comes with some additional perks o...
Large,30.63994789123535,690,<|endoftext|>Carmaker Tesla Motors Inc (Tesla.TS) ...
Large,34.4614372253418,630,"<|endoftext|>You won't hear this anymore, because ..."
Large,34.658607482910156,656,<|endoftext|>SASKATOON—Packed for one big tourname...
Large,44.13429641723633,758,<|endoftext|>Molly Eisner/Associated Press A New E...
Large,41.51108169555664,756,<|endoftext|>The Washington Post reported yesterda...
Large,38.06783676147461,674,"<|endoftext|>Rights of the Estate

A right to sell..."
Large,43.611026763916016,618,"<|endoftext|>This is not like ""Sneaky."" At ""Sneaky..."
Large,41.80585861206055,672,<|endoftext|>How do I use my RIM Blackbox® for the...
Large,36.8839225769043,696,<|endoftext|>The number of new homes on market ros...
Large,26.9522647857666,675,"<|endoftext|>What if we told someone, years or dec..."
Large,38.86388397216797,649,<|endoftext|>You can find a few books about me and...
Large,42.1255989074707,309,<|endoftext|>This post is just for fun. One might ...
Large,39.36315155029297,733,<|endoftext|>The first four rounds of action from ...
Large,32.936302185058594,693,<|endoftext|>The Supreme American Council released...
Large,46.099308013916016,634,<|endoftext|>This website is the official homepage...
Large,31.526290893554688,477,<|endoftext|>HONG KONG—In light of China's histori...
Large,40.14887237548828,670,<|endoftext|>One of my favourite quotes ever writt...
Large,26.638065338134766,253,"<|endoftext|>
FULL CROWN FASHION SHOIRS | FOLD & B..."
Large,43.949214935302734,720,<|endoftext|>If any government was out of its leag...
Large,44.00831985473633,654,<|endoftext|>I don't give as much shit about this....
Large,43.546485900878906,664,"<|endoftext|>Photo: A.J. Oberg

From now until Jul..."
Large,31.684511184692383,705,<|endoftext|>MADELUPPE -- Two people remain missin...
Large,43.92264175415039,743,<|endoftext|>In June 2013 Apple officially bought ...
Large,36.378395080566406,165,<|endoftext|>When this mod takes a little bit of e...
Large,44.450706481933594,505,<|endoftext|>Cameron: The new British prime minist...
Large,49.50177764892578,701,<|endoftext|>We now want to start by making the ne...
Large,41.78815841674805,677,<|endoftext|>There's been much debate regarding hi...
Large,42.996673583984375,740,"<|endoftext|>One year into his term, President-ele..."
Large,35.85517883300781,641,<|endoftext|>A small group gathered for the ceremo...
Large,41.399349212646484,670,<|endoftext|>As we look down our past year's growt...
Large,30.01171875,582,<|endoftext|>Photo: Michael Paine/Associated Press...
Large,40.09008026123047,698,<|endoftext|>For a player whose strengths revolve ...
Large,36.57897186279297,708,<|endoftext|>In the world of online marketing we d...
Large,34.03944396972656,678,"<|endoftext|>(I)

In order to get a clearer descri..."
Large,49.08039093017578,734,<|endoftext|>In the midst of the 2012 season many ...
Large,32.61347198486328,625,<|endoftext|>How do I use DASH? Click here. I've c...
